"id","name","province","city","area","pos_x","pos_y","addr","cert_level","cert_no","eval_range","tel","email","project_num","permit_num","engineer_num","record_num"
"100","南京国环环境科技发展股份有限公司（原环境保护部南京环境科学研究所）","江苏","南京","玄武区","118.836327","32.085777","江苏 南京 玄武区 江苏省南京市玄武区蒋王庙8号","甲级","1901","特殊项目环境影响报告表,一般项目环境影响报告表,农林水利（乙级）,社会区域（甲级）,交通运输（甲级）,采掘（甲级）,建材火电（甲级）,冶金机电（甲级）,化工石化医药（甲级）,轻工纺织化纤（甲级)","025-85287093","","281","127","281","8"
"101","江苏省环科咨询股份有限公司(江苏省环境科学研究院)","江苏","南京","鼓楼区","118.757874","32.046768","江苏 南京 鼓楼区 江苏省南京市鼓楼区凤凰西街241号","甲级","1902","轻工纺织化纤（甲级）,化工石化医药（甲级）,冶金机电（甲级）,建材火电（甲级）,交通运输（甲级）,社会区域（甲级）,一般项目环境影响报告表,特殊项目环境影响报告","025-86602054","","81","0","81","1"
"102","苏州科技学院","江苏","苏州","虎丘区","120.566353","31.306250","江苏 苏州 虎丘区 江苏省苏州新区滨河路1701号","甲级","1903","社会区域（甲级）,轻工纺织化纤（乙级）,冶金机电（乙级）,一般项目环境影响报告","0512-68241416","","13","0","11","1"
"103","苏州热工研究院有限公司","江苏","苏州","","120.583611","31.305969","江苏 苏州  江苏省苏州市金阊区西环路1788号","甲级","1904","输变电及 广电通讯（甲级）,核工业（甲级）,一般项目环境影响报告表,特殊项目环境影响报告","","","27","0","27","0"
"104","国电环境保护研究院","江苏","南京","浦口区","118.721916","32.114792","江苏 南京 浦口区 江苏省南京市浦口区浦东路10号","甲级","1095","建材火电（甲级）,输变电及 广电通讯（甲级）,核工业（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","025-58621880","","180","0","180","3"
"105","南京大学环境规划设计研究院有限公司","江苏","南京","鼓楼区","118.786682","32.062141","江苏 南京 鼓楼区 江苏省南京市鼓楼区汉口路22号","甲级","1906","轻工纺织化纤（甲级）,社会区域（甲级）,化工石化医药（乙级）,冶金机电（乙级）,一般项目环境影响报告","025-83594534","","32","96","32","2"
"106","江苏润环环境科技有限公司","江苏","南京","鼓楼区","118.761307","32.061424","江苏 南京 鼓楼区 江苏省南京市鼓楼区虎踞路175号","甲级","1907","轻工纺织化纤（甲级）,化工石化医药（甲级）,冶金机电（甲级）,社会区域（甲级）,建材火电（乙级）,交通运输（乙级）,一般项目环境影响报告","025-83707357","","79","0","79","1"
"107","中蓝连海设计研究院","江苏","连云港","新浦区","119.158127","34.595375","江苏 连云港 新浦区 江苏省连云港新浦区朝阳西路51号","甲级","1908","轻工纺织化纤（甲级）,化工石化医药（甲级）,冶金机电（甲级）,建材火电（甲级）,采掘（甲级）,社会区域（甲级）,交通运输（乙级）,一般项目环境影响报告","0518-5520175","","14","27","15","3"
"108","河海大学","江苏","南京","鼓楼区","118.766991","32.062313","江苏 南京 鼓楼区 江苏省南京市鼓楼区西康路1号","甲级","1909","农林水利（甲级）,交通运输（甲级）,社会区域（甲级）,一般项目环境影响报告","025-83786669","","9","43","14","2"
"109","中国电建集团华东勘测设计研究院有限公司(中国水电顾问集团华东勘测设计研究院)","浙江","杭州","下城区","120.169594","30.295570","浙江 杭州 下城区 浙江省杭州市下城区潮王路22号","乙级","2001","特殊项目环境影响报告表,一般项目环境影响报告表,海洋工程（甲级）,输变电及 广电通讯（甲级）,社会区域（甲级）,交通运输（甲级）,农林水利（甲级)","0571-56738917","","29","53","29","1"
"110","浙江大学","浙江","杭州","江干区","120.201172","30.275661","浙江 杭州 江干区 浙江省杭州市江干区凯旋路268号浙江大学华家池校区环资学院","甲级","2002","轻工纺织化纤（甲级）,冶金机电（甲级）,化工石化医药（乙级）,交通运输（乙级）,社会区域（乙级）,海洋工程（乙级）,一般项目环境影响报告","0571-86971967","","20","109","20","2"
"111","浙江环科环境咨询有限公司（浙江省环境保护科学设计研究院）","浙江","杭州","西湖区","120.149559","30.277370","浙江 杭州 西湖区 浙江省杭州市西湖区天目山路109号","乙级","2003","特殊项目环境影响报告表,一般项目环境影响报告表,海洋工程（甲级）,社会区域（甲级）,交通运输（甲级）,农林水利（甲级）,建材火电（甲级）,冶金机电（甲级）,化工石化医药（甲级）,轻工纺织化纤（甲级)","","","75","139","75","0"
"112","宁波市环境保护科学研究设计院","浙江","宁波","海曙区","121.523285","29.870075","浙江 宁波 海曙区 浙江省宁波市海曙区益民街48弄58号","甲级","2004","化工石化医药（甲级）,交通运输（甲级）,社会区域（甲级）,轻工纺织化纤（乙级）,冶金机电（乙级）,海洋工程（乙级）,一般项目环境影响报告","0574-87169900","","8","57","28","0"
"113","浙江国辐环保科技中心","浙江","杭州","西湖区","120.127037","30.294525","浙江 杭州 西湖区 浙江省杭州市西湖区文一路306号","甲级","2005","输变电及 广电通讯（甲级）,核工业（甲级）,轻工纺织化纤（乙级）,建材火电（乙级）,社会区域（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","0571-28869202","","51","11","51","0"
"114","中石化宁波工程有限公司","浙江","宁波","鄞州区","121.631615","29.888395","浙江 宁波 鄞州区 浙江宁波市鄞州区科技园区院士路660号","甲级","2006","轻工纺织化纤（甲级）,化工石化医药（甲级）,一般项目环境影响报告","0574-87975611","","15","0","13","1"
"115","浙江省工业环保设计研究院有限公司","浙江","杭州","拱墅区","120.154373","30.297808","浙江 杭州 拱墅区 浙江省杭州市拱墅区湖墅南路439号","甲级","2007","轻工纺织化纤（甲级）,建材火电（甲级）,交通运输（甲级）,冶金机电（甲级）,社会区域（乙级）,农林水利（乙级）,化工石化医药（乙级）,一般项目环境影响报告","0571-88079753","","109","0","109","0"
"116","中冶华天工程技术有限公司","安徽","马鞍山","雨山区","118.490654","31.643438","安徽 马鞍山 雨山区 安徽省马鞍山市雨山区湖南西路699号","甲级","2101","冶金机电（甲级）,社会区域（甲级）,一般项目环境影响报告","0555-2629719","","18","0","18","0"
"117","安徽省环境科学研究院","安徽","合肥","蜀山区","117.231064","31.829515","安徽 合肥 蜀山区 安徽省合肥市政务新区怀宁路1766号","甲级","2102","轻工纺织化纤（甲级）,化工石化医药（甲级）,冶金机电（甲级）,建材火电（甲级）,采掘（甲级）,交通运输（甲级）,社会区域（甲级）,输变电及 广电通讯（乙级）,农林水利（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","0551-2821309","","16","0","16","0"
"118","安徽省科学技术咨询中心","安徽","合肥","庐阳区","117.300034","31.867439","安徽 合肥 庐阳区 安徽省合肥市庐阳区长江中路73号","甲级","2103","轻工纺织化纤（甲级）,化工石化医药（甲级）,交通运输（甲级）,社会区域（甲级）,一般项目环境影响报告","0551-2836892","","18","0","18","4"
"119","淮河流域水资源保护局淮河水资源保护科学研究所","安徽","蚌埠","蚌山区","117.381142","32.952492","安徽 蚌埠 蚌山区 安徽省蚌埠市凤阳西路41号","甲级","2104","农林水利（甲级）,社会区域（甲级）,一般项目环境影响报告","0552-3092351","","7","0","13","1"
"120","煤炭工业合肥设计研究院","安徽","合肥","庐阳区","117.291679","31.903399","安徽 合肥 庐阳区 安徽省合肥市庐阳区阜阳北路355号","甲级","2105","采掘（甲级）,交通运输（甲级）,社会区域（乙级）,一般项目环境影响报告","0551-5535145","","11","0","11","0"
"121","国家海洋局第三海洋研究所","福建","厦门","思明区","118.100166","24.440599","福建 厦门 思明区 福建省厦门市思明区大学路178号","甲级","2201","交通运输（甲级）,社会区域（甲级）,海洋工程（甲级）,轻工纺织化纤（乙级）,冶金机电（乙级）,一般项目环境影响报告","","","20","0","20","2"
"122","福建省环境科学研究院","福建","福州","晋安区","119.320602","26.115553","福建 福州 晋安区 福建省福州市晋安区茶园小区环北三村10号楼","乙级","2202","特殊项目环境影响报告表,一般项目环境影响报告表,海洋工程（乙级）,轻工纺织化纤（乙级）,社会区域（甲级）,交通运输（甲级）,建材火电（甲级）,冶金机电（甲级）,化工石化医药（甲级)","","","109","0","109","1"
"123","厦门大学","福建","厦门","思明区","118.101112","24.444822","福建 厦门 思明区 福建省厦门市思明区思明南路422号","甲级","2203","社会区域（甲级）,轻工纺织化纤（乙级）,交通运输（乙级）,一般项目环境影响报告","","","9","10","11","3"
"124","厦门市环境保护科研所","福建","厦门","湖里区","118.104698","24.515812","福建 厦门 湖里区 福建省厦门市湖里区兴隆路41号","甲级","2204","轻工纺织化纤（甲级）,冶金机电（乙级）,社会区域（乙级）,一般项目环境影响报告","","","1","0","12","2"
"125","福建省环境保护设计院","福建","福州","鼓楼区","119.307152","26.112129","福建 福州 鼓楼区 福建省福州市鼓楼区环保路8号","甲级","2205","特殊项目环境影响报告表,一般项目环境影响报告表,输变电及 广电通讯（乙级）,化工石化医药（乙级）,轻工纺织化纤（乙级）,农林水利（乙级）,冶金机电（乙级）,社会区域（甲级）,交通运输（甲级)","","","77","0","77","1"
"126","福州市环境科学研究院（福建省福州市环境科学研究所）","福建","福州","晋安区","119.324326","26.099543","福建 福州 晋安区 福建省福州市晋安区金鸡山路32号","乙级","2206","一般项目环境影响报告表,化工石化医药（乙级）,轻工纺织化纤（乙级）,社会区域（甲级）,交通运输（甲级）,农林水利（甲级)","","","15","0","20","1"
"127","江西省环境保护科学研究院","江西","南昌","青山湖区","115.943535","28.686953","江西 南昌 青山湖区 江西省南昌市青山湖区江大南路280号 ","甲级","2303","冶金机电（甲级）,建材火电（甲级）,化工石化医药（甲级）,农林水利（甲级）,交通运输（甲级）,轻工纺织化纤（乙级）,采掘（乙级）,社会区域（乙级）,输变电及 广电通讯（乙级）,一般项目环境影响报告表,特殊项目环境影响报告","","","184","64","184","1"
